Invoice,Items
569847,"21673,21791,21915,22147,22349,22350,22467,22551,22554,22586,22727,22844,22845,22943,22964,23075,23367,23469,23494"
569848,"20914,21523,21832,22027,22029,22086,22197,22379,22381,22422,22468,22474,22624,22626,22627,22712,22847,22848,22892,22910,22941,22964,23108,23155,23156,23311,23312,23313,23343,23349,23350,23353,23435,71459,71477,85099B"
569849,"21385,21811,22138,22139,22227,22335,22377,22413,22427,22430,22600,23271,23274,23300,23348,23404,23405,35961,71459,84755,84836,85099B,85152"
569850,"21169,21175,21181,22197,22365,22670,23182,85135C"
569852,"21705,21790,21791,21888,21889,21890,21912,21915,22548,22550,22560,22620,22731,22732,22733,22734,22749,22750,22751,22910,22940,22950,22952,23083,23157,23229,23234,23318,23340,23349,23503,23504"
569853,"21974,21977,22114,22835,22930,22931,22932,23293,23294,23295,23296,23306,23307,23355,23530,23541,23544"
569856,"20712,22379,22381,23203,23313"
569857,"20712,21929,22568,22570,85099B"
569858,"21239,21242,21243,84997C,84997D"
569859,"21669,22481,22722,23031,23034,23035,23101,23307,23503,23504,84879"
569860,"20750,21155,22197,22331,23077,23348,23388"
569861,"21531,22326,22328,22492,22629,22630,22972,22974,23236,23240,23289,23290,23291,23292,84078A,85183B"
569862,"21034,22336,22339,22577,22578,22579,22580,22624,22847,23103,23263,23264,23265,23503,23504,84879"
569864,"21212,21213,21829,22138,22492,23501,85088"
569865,"21892,22189,22620,22665,22978,23032,23284"
569866,"16008,20669,20702,20711,20713,20724,20728,20755,20756,20760,20761,20766,20767,20769,20770,20771,20772,20777,20866,20867,20868,20869,20973,20975,20983,20984,20985,21428,21429,21430,21484,21485,21636,21802,21928,21929,21980,21983,21984,21985,22110,22112,22113,22138,22139,22144,22278,22320,22333,22335,22337,22338,22339,22355,22356,22379,22380,22382,22383,22384,22411,22442,22477,22487,22551,22554,22555,22556,22557,22561,22571,22572,22573,22574,22576,22577,22579,22580,22600,22601,22602,22603,22616,22652,22654,22693,22733,22734,22737,22739,22741,22753,22754,22755,22759,22994,22995,22998,22999,23154,23156,23159,23191,23192,23196,23197,23198,23201,23202,23203,23205,23207,23208,23209,23236,23237,23238,23239,23240,23247,23263,23265,23272,23273,23274,23312,23343,23344,23350,23351,23352,23353,23354,23365,23366,23367,23368,23369,23370,23375,23378,23380,23431,23432,23433,23437,23469,23470,23493,23494,23502,23503,23551,47504K,84279P,84375,84535B,84536A,84536B,85049A,85049C,85049G,85099B,85099C"
569867,"21210,21211,21212,21213,21481,21974,22956,23307,84378,84987,84988,84992"
569868,"21015,21411,21497,21679,21731,21810,21811,21818,21823,22050,22147,22149,22150,22156,22326,22398,22650,23233,23367,23470,23493,23535,23539,23541,23545,23546,35818P,35961,84536B,85130B"
569870,"20724,20728,20755,20756,20760,20777,20985,22277,22278,22356,22382,22384,22504,22551,22554,22555,22556,22557,22759,22994,22995,22998,22999,23162,23205,23207,23209,23237,23238,23239,23365,23366,23367,23368,23388,23389,23390,23502,23503,23505,84536A"
569871,"21258,23523,23525,23526,23528,23529,23530,23534,23535,23539,23541"
569872,23283
569873,48173C
569887,"21484,21485,23130,23131,23219,23223,23284,23356,48188,48194,84946,85061W"
569888,"21340,22487,22697,22698,22699,22867,23534"
569889,"21137,22109,22998,84212"
569890,"21166,21169,21175,21181,21907,22112,22114,22413,22578,22579,85152"
569892,"21871,22138,22441,22488,22561,22666,23190"
569893,"15056BL,16045,20676,20712,20719,20724,20725,20726,20727,21154,21495,21558,21679,21680,21773,21774,21775,21928,21929,21930,22045,22362,22382,22384,22385,22386,22418,22423,22509,22551,22553,22558,22615,22620,22629,22666,22670,22672,22692,23199,23203,23206,23209,23254,23255,23256,23290,23292,23343,23388,23419,23493,23500,23506,48184,84997A,84997D,85014A,85099B"
569894,"16169E,21137,21211,21213,21531,21914,21915,21976,21977,22417,22467,22551,22553,22555,22557,22630,22659,22726,22728,22734,22816,22942,22949,22950,22952,22956,22959,23165,23229,23238,23307,23318,23319,23349,23351,23353,23354,23436,23437,23504,23505,84987,84988,84991,85184C"
569897,"10125,16161P,17012A,17012B,17012C,20702,20749,20752,20975,20992,21080,21086,21094,21135,21136,21165,21257,21258,21380,21385,21407,21408,21426,21428,21430,21446,21448,21618,21619,21620,21755,21756,21786,21790,21791,21880,21888,21890,21892,21908,21918,21977,21991,21992,22070,22071,22077,22078,22079,22080,22082,22083,22086,22093,22094,22098,22113,22128,22138,22139,22147,22149,22150,22151,22152,22175,22176,22185,22212,22214,22216,22224,22228,22229,22230,22231,22232,22233,22252,22317,22318,22321,22325,22348,22376,22434,22438,22445,22457,22483,22487,22488,22492,22494,22508,22509,22529,22530,22532,22533,22535,22548,22554,22555,22557,22558,22577,22595,22620,22621,22623,22635,22662,22666,22708,22720,22722,22723,22746,22748,22759,22761,22763,22796,22797,22811,22824,22866,22893,22911,22949,22955,22956,22960,22969,22978,22984,22986,22989,22993,23107,23110,23112,23118,23126,23150,23152,23176,23183,23193,23194,23198,23209,23229,23241,23242,23298,23306,23328,23336,23337,23338,23339,23348,23366,23368,23400,23402,23403,23407,23410,23439,23469,23470,47566,71459,72741,82483,82484,82486,82551,82552,82567,82583,84509A,84509B,84510A,84536A,84580,84581,84818,84849D,84879,84992,85015,85017B,85032A,85032B,85032C,85038,85049A,85049C,85049E,85049G,85049H,85053,85066,85096,85152,85169A"
569899,"22083,22086,22577,22581,22593,22594,23284,23322,23332,23333,23355,35970,48138,48185"
569900,"16045,16218,20668,20711,20713,20723,20724,20725,20726,20727,20971,20972,20992,21014,21015,21212,21306,21373,21931,22118,22130,22141,22142,22144,22149,22186,22331,22332,22333,22334,22336,22338,22339,22382,22383,22384,22571,22577,22578,22579,22662,22663,22944,22961,23199,23201,23202,23206,23208,23264,23313,35953,35964,35970,47566,72816,85099B,85099F"
569901,"16011,16237,21793,21794,22210,22211,22300,22301,22302,22498,22548,22549,22561,22563,22634,22726,22727,22728,22729,23147,23241,23254,23255,23256,23322,84659A,84997C"
569903,"21263,21352,21422,21791,21992,22115,22161,22232,22269,22342,22620,22669,23037,23187,23327,72598,84949,84970L,85015,85017B,85032A"
569904,"21181,21257,21428,21523,21671,21955,22427,22551,22617,22652,22722,22844,22845,23198,48194,82484,82578,82580,82581"
569905,"20914,22423,23332,23407"
569906,21034
569907,"22222,22223"
569910,"20724,20725,20726,20727,20728,21479,21495,21930,22045,22111,22197,22328,22355,22356,22382,22383,22384,22386,22633,22661,22662,22847,22865,22867,23204,23205,23206,23207,23208,23209,23284,23291,23292,23323,23345,23346,23356,23389,23390,23427,48138,84030E,85048,85099B"
569912,"23484,23511,23513,23514,23515,23519"
569914,"20718,22065,23076,23419,23493,84997B"
569915,90012A
569917,"22697,22698,22699,23029,23032,23170,23171,23172,47566"
569918,"20749,21914,21915,22530,22532,22697,22698,22699,22737,22812,84968C"
569919,"21889,22624,22666,22720,22725,22726,22730,22732,22907,22909,22910,22950,22952,22960,22961,22966,22969,22990,22993,23188,23198,23208,23209,23234,23306,23307,23313,23314"
569920,"20914,22138,22139,22460,22601,22602,22603,22617,22619,22621,22892,23144,23145,85231B"
569921,"22624,23395,23396,23397,23427,23466,23468,46000S"
569923,"21754,22178,22948,23393,23396,23405,84832,84879"
569932,"22596,22732,22739,22818,22945,23012,23013,23130,23210,23221,35471D"
569936,"20969,22180,23249,23250,23300,23396,23470,35970"
569943,"20961,20963,20972,20998,21080,21108,21135,21355,21358,21591,21731,21790,21892,21973,21984,22062,22065,22086,22091,22112,22114,22123,22197,22232,22254,22358,22558,22567,22621,22651,22816,22858,22860,22892,22906,22910,22951,22966,23012,23013,23014,23176,23177,23189,23193,23194,23297,23353,23354,23355,23503,23506,23507,23508,23551,47503A,47504K,47563A,84029G,84030E,84251G,84988,84992,85017B,85032A,85032B,85032C,85093,85176,85177,85178,85184C,85232D"
569948,"22178,22294,22296,84946,84947,84949,84978,85048"
569962,"21181,21539,22086,22689,23245,23284,23426,48173C,84509A,84510A,84879"
569965,"21259,21340,22178,22469,22588,22604,22639,22667,22720,22722,22961,23110,23118,23245,23396,82486,85066,85152"
569968,"21181,21259,21462,21485,22111,22178,22191,22197,22306,22575,22578,22579,22720,22727,22730,22767,22866,22997,22998,22999,23005,23077,23264,23265,23266,23268,23311,23322,23332,23343,23344,23356,23369,23371,23372,23426,23439,23503,23504,23505,85152"
569977,"23294,23414,23533,23534,23536,23538,23541,35599B"
569983,"21165,21166,21175,21181,21899,21900,21901,22077,22078,22080,22082,22219,22227,22296,22297,22530,22531,22533,22535,22536,22563,22564,22620,22766,22907,23025,23026,23103,23104,23106,23108,23182,23188,23245,23268,23315,23393,23395,23396,23414,23424,23445,23524,23527,46000M,82582,84946,85049A,85049C,85049E,85049G,90145,90162B,90162C,90162D,90192"
569997,"23245,23293,23295,23296,37495"
569998,"20772,21524,21843,22045,22374,22406,22573,22574,22601,22629,22726,22727,22831,22846,22848,23076,23247,23545,23546,35810A,85066"
569999,"16169E,21238,21240,22577,22720,22722,22786,22844,23166,23375,46000R"
570000,"20749,20750,21648,22055,22061,22066,22128,22129,22138,22197,22423,22446,22448,22500,22509,22649,22720,22721,22890,23236,23244,23245,23247,23299,37446,37449,85203,85204,85232D"
570001,"21791,22549,22745,22746,22816,23048,23201,23207,23221,23234,23240,23247,23493,84879,84945,84946"
570002,"20685,21137,21155,21164,21531,21535,21880,22175,22176,22191,22193,22200,22722,22892,23179,23406,48116,48187,82482,82486,82578,82580,84029E,84687"
570003,"22371,47594A"
570007,"20674,20676,20975,21212,21232,21555,21559,21680,21731,22055,22326,22588,22646,22941,23273,84674"
570008,"22086,22188,22189,22456,22457,22597,22598,22599,22689,23132,23133,23169,23247,23284,23350,23351,23352,23353,23354,23355,23356,48187"
570009,"21485,21980,21983,21985,22111,22114,22139,22367,22382,22417,22568,22569,22570,22614,22632,22734,22865,22866,22867,22909,22952,23067,23155,23159,23349,23350,23353,23373,23436,84375,84991,84992"
570010,"20802,21790,23012,23013,23014,23229,23418,23419,23511,23514,23517,23518,23534,72741"
570011,"20724,20725,21731,21733,22112,22142,22355,22465,22466,22470,22577,22578,22579,22910,23145,23298,23313,23322,23332,23355,23402,23403,23415,47566,85123A"
570014,"16169E,23349,23351,23526,23535,23541"
570016,"21155,21216,21218,21380,21386,21411,21523,21744,22130,22192,22193,22228,22229,22267,22268,22269,22286,22399,22427,22457,22487,22505,22629,22630,22669,22690,22822,22840,22846,22847,22946,22960,22961,22993,23157,23159,23197,23214,23234,23298,23313,23314,23323,23367,23368,47566,79321,84879,85048,85059,85123A"
570017,21621
570018,"21929,85099B,85099F"
570019,"20728,20735,20886,20963,21213,21523,21558,21561,21976,21989,22055,22061,22063,22064,22090,22147,22149,22227,22356,22423,22629,22630,22662,22666,22720,22890,22893,22960,23094,23225,23275,23393,23394,23396,23399,23500,23501,37450,79321,84519B,84992"
570020,"20974,21058,21650,21915,22437,22493,22553,22557,22728,22992"
570021,"23166,46000M,46000U"
570022,"21078,21080,21212,21218,21703,21918,22083,22207,22411,22426,22434,22439,22440,22567,22805,22943,23028,23032,23201,23307,23551,79321,84692,85032A,85032B,85099F,85123A"
570023,"22622,22745,22748,23126,23412,23483,23539"
570024,"21135,21181,21745,21754,21755,22120,22470,22487,23322,23329,23332,82583,82616B,82616C,85150,85152"
570026,"20974,20975,21253,21373,22578,22579,23271,47421,84347"
570027,"16156S,16161P,20972,21174,21181,21485,21497,21668,21669,21670,21671,21673,22045,22086,22112,22149,22193,22197,22467,22725,22726,22727,22835,22909,22993,23025,23034,23108,23123,23232,23284,23344,23401,23526,23530,23534,23535,23541,47590A,47590B,82582,84596B,85099B"
570028,"21137,22507,22943"
570030,"20750,20977,20979,21080,21086,21094,21207,21212,21213,21977,21987,21988,21989,22090,22417,22431,22432,22437,22467,22553,22554,22555,22613,22636,23254,23255,23256"
570036,"20719,20973,20975,21452,21484,21790,21791,22028,22029,22037,22138,22382,22383,22489,22549,22560,22619,22621,22629,22631,22716,22745,22746,22748,22898,22972,22973,23204,23208,84032B"
570049,"20974,21212,21977,22629,22630,22941,22942,22943,23103,23154,23156,23157,23158,23196,23254,23256,23289,23290,23291,23292,23307,23308,23309,23340,23360,23365,23366,23367,23368,23434,23435,23502,23503,23505,84991,84992,84997A,84997B,84997C,84997D"
570076,"20677,20975,21080,21086,21094,21206,21238,21243,22090,22333,47590B,47599B"
570082,"16008,16045,21014,21015,21558,21559,22336,22352,22398,22579,22608,22610,22993,23379,23388,23389,23392,23483,23540,23542,23559,35964,90087"
570086,"15034,17003,21625,21703,21889,21892,22355,22418,22423,22561,22619,22621,22697,22698,22699,23165,23203,23311,23343,23344,84077"
570088,"20711,20717,20718,20719,20723,20724,20725,20726,20728,20914,20973,20974,20975,21156,21733,21915,21930,21931,21932,21933,22139,22326,22327,22328,22367,22381,22385,22508,22512,22619,22621,22629,22631,22634,22635,22662,22663,22720,22722,22898,22899,23201,23202,23203,23204,23207,23209,23243,23321,23330,23346,23389,23390,47504K,82482,82494L,84836,85032A,85099B,85099C,85123A"
570089,"22173,22178,22791,23227"
570090,"22138,22427,22430,22457,22526,22780,22804,23108,23348,79321"
570091,"16008,20973,20974,20975,20984,21744,21914,21915,21990,22043,22049,22147,22551,22553,22557,22568,22582,22584,22591,22620,22689,22720,22726,22727,22730,22779,22780,22812,23029,23031,23032,23243,23251,23252,23294,37340,47504K,84687,85204"
570092,"21931,22207,22386,22961,85099B,85099F"
570093,"21014,21034,21098,21311,21340,21358,21592,22139,22162,22189,22197,22219,22411,22639,22725,22727,22728,22729,22730,22818,22952,22991,22992,22998,23000,23165,23198,23268,23293,23295,23297,23461,47566,72802A,72807C,85035A,85035C,85036C,85049A,85049G"
570094,"20969,20971,22273,22568"
570095,"15060B,16156S,21108,21217,21843,22423,37446,37447,37448,37449,37450,47559B,47585A,48185"
570096,"15056BL,20829,21165,21166,21207,21257,21427,21470,21880,21882,22139,22227,22326,22327,22467,22671,22676,22685,22686,22755,23031,23168,23197,35924,84347,84509A,84510A,84970L"
570097,"20969,20971,22147,22149,22273,22568,22569,22570"
570098,"22695,22696,22944,23130,23131,23434,23435"
570100,"22457,22470,47566,85123A"
570101,"21212,21977,23154,23155,23159,23189,23271,23307,23309,48138,84991,84992"
570102,"20969,20970,22077,22078,22079,22080,22141,22142,22144,22147,22271,22273,22274,22568,22734,22735,22736,22738,22739,22750,22751,23493,23511,23513,23514,23517,23518,85049A"
570103,"20712,20723,20724,20725,20727,20973,20974,20975,20992,20996,21156,21213,21411,21523,21928,21929,21931,21975,22189,22355,22367,22383,22386,22411,22417,22551,22554,22629,22663,22766,22804,22898,22993,23196,23198,23199,23200,23201,23202,23203,23209,23235,23236,23243,23284,23307,23367,23368,23408,23412,23534,23543,47591D,48138,48187,82482,82494L,82567,82583,84536A,84946,85099B,85099C,85099F,85152"
570108,"20723,21212,22144,22464,22465,22469,22818,22909,22952,23032,23204,23273,23293,23294,23296,23348,23366,23367,23368,23493,23506,23508,23523,23524,23525,23526,23527,23535,23541,23542,47591D,84380"
570111,"20724,21116,21811,22139,22356,22371,22376,22386,22470,22630,23322,23346,23367,23368,23391,23401,23412,23423,23503,23506,23508,23528,23529,23533,23538,23543,35818P,35819B,35819P,82486,82580,82581,85099C,85123A"
570113,"16161P,16161U,16169E,16225,20973,21708,21711,21790,21791,21913,21915,22077,22079,22080,22550,22623,22720,22721,22809,22959,23072,23229,23243,23326,23365,23368,23500,23501,47566,84012,84755,85049A,85049E"
570114,"22386,22503,22992,23284,23301,23355,23439,48138"
570115,"20685,20971,21154,21165,21166,21169,21181,21231,21810,35924,37450,47591D,82583,84380,85152"
570116,"20712,20726,20728,20977,20978,21212,21213,21217,21218,21327,21328,21329,21479,21484,21584,21975,22086,22110,22138,22142,22144,22147,22173,22301,22302,22303,22367,22382,22383,22418,22467,22470,22548,22551,22553,22629,22634,22636,22694,22726,22727,22736,22737,22739,22895,22943,22971,22972,22975,22988,23114,23115,23196,23199,23200,23202,23203,23208,23229,23235,23244,23247,23289,23290,23291,23292,23298,23307,23318,23319,23322,23323,23328,23329,23332,23371,23396,47591D"
570117,"16237,16258A,21642,22440,23310,72799E,72799F,72800E,84077"
570118,"20971,22113,22114,22466,22745,22746,22748,22835,23041,23043,23046,23047,23048,23082,23126,23127,23177,23194,23229,72741,79321,82483,82486"
570119,22457
570121,"16161P,21497,21506,21519,21980,21984,21985,21986,22632,22759,22866,22867,22983,22985,85099B,85099C"
570123,"21216,21534,22180,22720,23108,23494"
570124,23188
570125,"21210,21212,21974,21977,22659,22950,22951,22965,23234,23247,23293,23295,23296,23306,23307,23308,23309,23347,84375,84988,84991"
570126,"20718,21212,21340,21429,22111,22173,22191,22193,22367,22424,22464,22465,22470,22485,22964,23146,23148,23268,23269,23321,23322,23333,23342,23356,23403,23405,23406,47591D,51014C,82578,82580,82581,85032A,85032B,85032C"
570127,"18094C,21080,21110,21242,21243,21244,21828,21830,21843,21844,21975,22349,22360,22558,22613,22616,22697,22698,22699,22700,22964,22980,22988,23066,23148,23241,23267,23297,23300,23301,23302,23309,23321,23322,23329,23332,23346,23369,23370,23371,23372,23388,23389,23390,23391,23433,23502,23503,23505,23511,23513,23517,23518,47566,47574A,47590A,47590B,51014A,51014C,51014L,75011,82582,82600,84580,84581,84920,84992,84997D,85150"
570128,"21889,21931,22386,23202,23344,85099B"
570129,"21974,22300,22301,22302,22303,22558,22582,22584,22585,22720,22725,22726,22812,22813,22846,22847,22907,22956,22961,22979,23285,23286,23287,23288,23295,23296,23308,23312,23340,23392,84988"
570130,23368
570144,23284
570167,"20725,20975,20978,20979,21210,21212,21213,21917,21918,21975,21977,22187,22417,22465,22507,22776,22841,22892,23129,23144,23201,23205,23206,23274,23293,23295,23298,23299,23343,23344,23355,23366,23370,23371,23404,23424,84832,84836,84991"
570168,"16011,17003,20974,20975,21034,21080,21086,21094,21204,21207,21224,21294,21429,21613,21621,21744,21829,21830,21918,21986,22083,22326,22440,22453,22580,22616,22736,22853,22910,22941,22960,22996,23032,23077,23108,23188,23192,23328,23380,23381,23493,23507,23510,23511,23516,23534,23551,47590A,84032B,84536A"
570177,"20969,20970,20971,20972,21790,21888,21889,21912,21913,21914,22077,22079,22081,22082,22141,22142,22147,22550,22568,22569,22570,22653,22654,22734,22735,22736,22737,22738,22739,22749,22750,22751,22940,23076,23077,23503,23504,85049A,85049E,85049G"
570178,"21992,22114,22398,22400,22708,23209,23355,23531,23534,23536,23539,23541,23543,23546,23549"
570179,"20969,20970,20971,20972,21790,21888,21889,21912,21913,21914,22077,22079,22081,22082,22141,22142,22147,22550,22560,22561,22568,22570,22623,22653,22654,22731,22732,22733,22734,22735,22736,22737,22738,22739,22742,22743,22745,22746,22747,22748,22749,22750,22751,22940,23076,23077,23229,23502,23503,23504,85049A,85049E,85049G"
570180,"20969,20970,20971,20972,21790,21888,21889,21912,21913,21914,22077,22079,22081,22082,22141,22142,22147,22550,22560,22561,22568,22570,22623,22653,22654,22731,22732,22733,22734,22735,22736,22737,22738,22739,22742,22743,22745,22746,22747,22748,22749,22750,22751,22940,23076,23077,23229,23502,23503,23504,85049A,85049E,85049G"
570181,22456
570183,"20978,20979,21533,21535,22138,22193,22625,22626,22759,23541"
570184,"21463,21464,21790,21912,22616,22693,23176,23500,23501"
570186,"20969,20970,20971,20972,21790,21888,21889,21912,21913,21914,22077,22079,22081,22082,22141,22142,22147,22550,22568,22570,22653,22654,22734,22735,22736,22737,22738,22739,22749,22750,22751,22940,23076,23077,23503,23504,85049A,85049E,85049G"
570188,"20971,20972,22147,22149,22633,22749,22750,22751,22940,23300,23301,23355,23356,23439,84029G"
570189,"20719,20724,20973,22029,22037,22326,22629,22718,23437,23438"
570190,"20973,20975,21508,21790,21791,21889,21915,22025,22139,22489,22623,22910,22946,23201,23254,23255,23311,23312,23313,23367,23368,84997C,84997D"
570191,"21108,21112,21213,21640,21975,23123,23307,23309,84536B,84992"
570192,"20969,20970,20971,20972,21790,21888,21889,21912,21913,21914,22077,22079,22081,22082,22141,22142,22147,22550,22560,22561,22568,22570,22623,22653,22654,22731,22732,22733,22734,22735,22736,22737,22738,22739,22742,22743,22745,22746,22747,22748,22749,22750,22751,22940,23076,23077,23229,23502,23503,23504,85049A,85049E,85049G"
570195,"22379,22575,22580,23202,23203,84879"
570196,"21914,22621,22835,23119,23355,23503"
570197,"15056N,15056P,16216,20679,20728,20794,21025,21026,21027,21028,21030,21031,21032,21446,21463,21494,21628,21633,21668,21669,21670,21671,21672,21673,21703,21770,21829,21905,22062,22066,22097,22113,22182,22186,22192,22268,22371,22374,22375,22376,22382,22383,22467,22510,22662,22666,22721,22726,22729,22834,22866,22912,23025,23028,23029,23032,23056,23085,23108,23126,23128,23184,23207,23208,23300,23337,23338,23350,23356,23390,35471D,35646,35819B,44092C,46776A,46776B,46776F,47341B,47351B,47480,47481,47503A,47574A,71270,71477,82551,82552,82613B,82613C,82613D,84030E,84580,84658,84663A,84927F,85014A,85014B"
570200,"20712,20719,20726,20727,20728,21181,21733,22086,22186,22187,22734,22996,22998,23002,23005,23247,23320,23344,23348,23351,23354,23378,23388,23389,23502,23503,23504,23506,23508,84247E,85123A"
570201,23348
570206,"21524,21745,48185"
570208,"15056BL,20679,21034,22694,22737,22738,22900,22902,22970,23009,23040,23044,23045,23047,23210,23211,23213,23264,23265,23266,23318,23319,23323,23369,23391,23503,23504,85136A"
570209,"20725,20726,20971,20992,21485,22111,22112,22271,22273,22274,22382,22383,22586,22691,22749,22750,22751,22834,22835,22866,22867,23208,23283,23284,23355,23356,23397,23439,23533,23538,23539,23541,48185,48187,84029E,90122C,90198A"
570210,"15056N,16238,20748,21165,21172,21181,21587,21698,21706,21707,21709,21710,21815,21816,21841,21905,21908,22139,22208,22209,22210,22211,22403,22412,22413,22481,22568,22671,22672,22844,22895,22900,22907,22908,22909,22930,22931,22937,22950,22952,22980,22981,22982,22989,22993,22996,23131,23154,23156,23158,23159,23183,23273,23274,23335,23336,23337,23366,23367,23368,23369,23420,23421,23422,23426,72802C,82551,82552,82582,84032A,84032B,84050,84580,84581,85034A,85150,85152"
570211,"15060B,21136,21689,21755,22086,22427,22573,22676,22677,22680,22681,22734,22791,22866,22867,22910,22996,23000,23192,23263,23330,23344,23351,23352,23353,23354,23359,84879,84947,85049A"
570212,"20654,21786,21878,22197,22771,22772,22904,22966,23058,23100,23214,23216,23218,23222,23284,23503,35970"
570213,"22809,22865,22866,23155,23156,23157,23419"
570214,"17003,20969,20970,21034,21080,21086,21094,21914,21982,21987,21988,21989,21990,22049,22082,22086,22138,22152,22332,22333,22577,22578,22579,22610,22840,22988,23082,23083,23085,23437,84077"
570215,"20767,20969,21811,22044,22086,22114,22141,22144,22147,22193,22349,22469,22551,22571,22572,22577,22578,22579,22601,22660,22818,22940,22959,23101,23270,23284,23340,23342,23353,23371,23372,35964,48129,84030E,85049A"
570216,"21215,22197,22931,22937,22938,22964,22966,22993,84375,84378"
570217,"16254,20712,21121,21123,21124,21430,21678,21680,21833,22381,22386,22505,22507,23154,23196,23198,23199,23202,23203,23293,23307,84559A,84559B,85049A,85049G,85099B"
570218,"21733,22086,22470,22666,22720,22722,22734,22766,22767,22844,22845,22852,22853,22900,22902,22909,22950,22952,22978,22979,22980,23113,23126,23127,23128,23165,23198,23203,23209,23234,23247,23293,23307,23309,23311,23314,23340,23343,23344,23359,23360,23508,23510,23521,23522,23534,23535,35961,85176,85178"
570219,"17003,20727,21977,22382,22383,22386,22411,23199,23200,23202,23203,23206,23208,23209,23283,23307,23308,84536A,85099B"
570220,"22969,23356,84029E"
570222,"21430,21524,22131,22196,22501,23263,23275,84988"
570223,"20755,20756,20758,20759,20760,20839,20973,20975,20983,20984,21269,21587,21619,21620,21624,21626,21683,21802,21803,21807,21908,22170,22487,22488,22495,22496,22551,22554,22555,22556,22557,22571,22572,22576,22598,22599,22600,22602,22603,22604,22611,22666,22667,22689,22692,22722,22759,22763,22816,22818,22866,22867,22893,22952,22969,23091,23094,23178,23192,23209,23243,23263,23289,23290,23291,23292,23293,23295,23300,23302,23306,23318,23328,23349,48188,84944,84946,84947"
570224,"16235,20719,20726,20992,21899,21900,21901,22123,22141,22142,22144,22191,22208,22211,22295,22296,22297,22306,22307,22625,22633,22730,22867,23208,23395,23526,23535,85123A"
570225,"16169E,16216,16236,16237,16238,20727,20728,21034,21084,21090,21158,21163,21232,21587,21591,21623,21733,21803,21833,21985,22110,22139,22210,22211,22222,22328,22371,22396,22398,22400,22402,22418,22472,22473,22560,22632,22633,22693,22694,22745,22746,22747,22748,22749,22750,22751,22809,22834,22865,22866,22867,22952,22955,22961,22966,23081,23157,23207,23208,23232,23247,23293,23294,23295,23296,23308,23353,23354,23366,23367,23373,23374,23375,23378,23436,23437,23439,35933,79190B,82616C,84030E,85123A,85231B"
570226,46000S
570227,"22423,22697,23163,23170,23173,23174,23175,23245"
570228,"20726,20728,22110,22114,22151,22152,22178,22384,22622,22960,22962,22963,22989,22990,23007,23090,23103,23191,23207,23208,23236,23240,23296,23328,23396,23397,23407,23470,23493,23534,23541,35970,46000M,46000S"
570229,"15056N,17021,20679,20711,20914,21159,21162,21163,21165,21166,21248,21754,21758,21930,21932,21933,21935,21991,21992,22111,22195,22377,22386,22412,22413,22670,22671,22672,22674,22676,22682,22728,22944,22992,23129,23200,23201,23203,23280,23281,23282,23324,23343,23397,23503,23526,23534,48184,82552,82582,82583,84988,85014A,85014B,85099C,85099F"
570230,"21124,21258,21326,21331,21621,21684,21693,21695,21819,21894,21928,21929,21992,22082,22091,22092,22093,22098,22197,22339,22411,22583,22720,22906,23036,23294,23295,23296,71459,72140E,84836,85039B,85104,85169A,85231B"
570231,"20717,20718,20914,21530,21790,21791,21845,21928,21929,21935,22062,22065,22091,22092,22093,22094,22097,22109,22111,22114,22269,22371,22372,22374,22400,22411,22548,22558,22567,22633,22834,22835,22865,22866,22867,22994,22996,22998,23005,23006,23189,23439,37413,37467,37489A,37489D,47503A,47593B,84029G,84077,84929,85017B,85094"
570232,"20685,20969,20970,20971,21481,21523,21524,21974,22197,22273,22274,22411,22532,22533,22568,22663,22666,22667,22687,22689,22690,22692,22720,22742,22744,22750,22940,22998,23109,23130,23245,23283,23284,23336,23337,23355,23356,23397,23424,47590B,48129,48185,48187,84030E,84580,84581"
570233,"21523,21524,22366,22690,48111,48187,48188"
570234,"17003,20754,21814,22189,22470,22694,22795,22835,23065,23067,23322,23323,23328,23329,23330,23333,23355,23356,23393,23399,23469,23470,37500,46000M,47480,71038,72741,72760B,72800E,82484,84879,84970S,85111"
570235,"21034,21671,21672,22130,22295,22505,22507,22509,22575,22589,22773,22775,22805,23028,23032,23393,23396,23400,23402,23412,46000S,84836"
570237,"15056BL,15056N,20679,20752,21257,21259,21269,21625,21668,21669,21670,21671,21672,21673,22171,22173,22180,22308,22309,22429,22487,22508,22593,22594,22595,22596,22597,22835,23012,23014,23027,23028,23031,23032,23033,23034,23035,23284,23329,23330,23393,23394,23395,23396,23402,48138"
570238,"16048,21239,21240,21523,21879,21916,22063,22114,22299,22439,22639,22692,22883,22906,23061,23188,23356,23357,23360,23510"
570239,"21026,21257,21259,21328,21741,22083,22086,22147,22150,22155,22246,22561,22563,22586,22599,22627,22865,22866,22983,23100,23106,23215,23232,23270,23439,23546,51014L,84030E,85185B"
570240,"21622,22507,22611,22763,22768,23013,23014,23403,46000M,46000S"
570241,"16048,16258A,20971,20972,20984,20992,20996,21034,21158,21162,21163,21642,21990,21993,22340,22568,22570,22598,22599,22749,22750,22752,22999,23000,23275,35471D,35923,47503A,51014A,79157V,84192,84663A,85071A,85071B,90001D,90014A,90014B,90018A,90019A,90019B,90025A,90051,90054,90064B,90071,90079,90160A,90161C,90176D,90176E,90177D,90183A,90188,90189A,90195A,90199D"
